type,circuit,level,name,comment,qq,zz,pbsb,id,*name,part,type,divisor/values,unit,comment
[id_sw>=350]w,,install,CoolingWhileHolidaySupportedHc2,CoolingWhileHolidaySupported_HK2: Gibt an ob der Kühlbetrieb innerhalb eines Ferienzeitraumes fortgesetzt werden soll (kann für Quellenregeneration genutzt werden).,,,b509,0e9501,value,,UCH,0=no;1=yes,,
[id_sw>=350]r,,,CoolingCircuitStatesHc2,CoolingCircuitStates_HK2: Enthält Statusbits für verschiedene Zustände der Kühlfunktionen. Hilfreich bei Fehleranalyse oder Tests.,,,b509,0d9701,value,,UIN,,,
[id_sw>=350]r,,,DesiredWorkingModeHc2,"DesiredWorkingMode_HK2: f. Autocool : HeatingAutomatic, OffAutomatic, CoolingAutomatic; SM1",,,b509,0d7e01,value,,UCH,,,
[id_sw>=350]r,,,LastDesiredWorkingModeHc2,"LastDesiredWorkingMode_HK2: f. Autocool : Standby, Heating or Cooling",,,b509,0d8001,value,,UCH,,,
[id_sw>=350]r,,,CoolingRequestHc2,"CoolingRequest_HK2: Heizkreisspezifische Kühlanforderung abhängig von der Kühlungsbetriebsart, Zeitfenstern und Effizienzfunktionen",,,b509,0d8301,value,,UCH,0=no;1=yes,,
[id_sw>=350]r,,,CoolingEfficiencyStateHc2,CoolingEfficiencyState_HK2: SM2,,,b509,0d8a01,value,,UCH,,,
[id_sw>=350]r,,,CoolingModeStateCounterHc2,CoolingModeStateCounter_HK2: Counts up if pump is runnig in cooling mode,,,b509,0d8d01,value,,UCH,,,
[id_sw>=350]r,,,HcManualWorkingModeTriggeringActiveHc2,HCManualWorkingModeTriggeringActive_HK2: f. Autocool :Automatic or Manual,,,b509,0d8f01,value,,UCH,,,
[id_sw>=350]r,,,AutocoolTestModeActiveHc2,"AutocoolTestModeActive_HK2: Testbetrieb, nur für die Entwicklung!",,,b509,0d8201,value,,UCH,0=off;1=on,,
[id_sw>=407]r,,,HcPumpStatus,CHPumpStatus: 0=HEP_ok: 1= HEP_error; >=2=noHEP,,,b509,0db901,value,,UCH,,,
[id_sw>=407]r,,,HcPumpPWM,CHPumpPWM: actual speed of central heating CH pump (7%=off),,,b509,0dba01,value,,UCH,,%,
[id_sw>=407]r,,,Hc1PumpSpeedControlHeatBuffer,CH1P_PumpSpeedControlHeatBuffer: CH pump speed setpoint while buffer is loaded [%],,,b509,0dbf01,value,,UCH,,%,
[id_sw>=407]w,,install,Hc1PumpSpeedControlHeatBuffer,CH1P_PumpSpeedControlHeatBuffer: CH pump speed setpoint while buffer is loaded [%],,,b509,0ebf01,value,,UCH,,%,
[id_sw>=407]r,,,Hc1PumpSpeedControlDirectCircuit,CH1P_PumpSpeedControlDirectCircuit: CH pump speed setpoint while energybalancing and compressor=on [%],,,b509,0dc001,value,,UCH,,%,
[id_sw>=407]w,,install,Hc1PumpSpeedControlDirectCircuit,CH1P_PumpSpeedControlDirectCircuit: CH pump speed setpoint while energybalancing and compressor=on [%],,,b509,0ec001,value,,UCH,,%,
[id_sw>=414]r,,,Hc1PumpSpeedControlDirectCircuitWhileO,CH1P_PumpSpeedControlDirectCircuitWhileOff: CH pump speed setpoint while energybalancing and compressor=off,,,b509,0de101,value,,UCH,,%,
[id_sw>=414]w,,install,Hc1PumpSpeedControlDirectCircuitWhileO,CH1P_PumpSpeedControlDirectCircuitWhileOff: CH pump speed setpoint while energybalancing and compressor=off,,,b509,0ee101,value,,UCH,,%,
r,,,CfgHeatSinkType,Kreis Typ: Einstellung des Typs für den Heizkreis.- Brennerkreis: Hydraulikplan 1 und 3.- Mischerkreis: Hydraulikplan 2 und 4.- Festwert: Fest eingestellte Vorlauf-Solltemperatur für Tag und für Nacht.,,,b509,0d3c00,value,,UCH,0=inactive;1=mixer;2=fixed;3=hwc;4=returnincr;5=pool,,Mischer Typ
w,,install,CfgHeatSinkType,Kreis Typ: Einstellung des Typs für den Heizkreis.- Brennerkreis: Hydraulikplan 1 und 3.- Mischerkreis: Hydraulikplan 2 und 4.- Festwert: Fest eingestellte Vorlauf-Solltemperatur für Tag und für Nacht.,,,b509,0e3c00,value,,UCH,0=inactive;1=mixer;2=fixed;3=hwc;4=returnincr;5=pool,,Mischer Typ
r,,,OperatingMode,"Betriebsart: Betriebsmodus Heizen (Auto, Eco, Heizen, Absenken, Aus)",,,b509,0d2b00,value,,UCH,0=disabled;1=on;2=off;3=auto;4=eco;5=low,,Mischer Modus
w,,,OperatingMode,"Betriebsart: Betriebsmodus Heizen (Auto, Eco, Heizen, Absenken, Aus)",,,b509,0e2b00,value,,UCH,0=disabled;1=on;2=off;3=auto;4=eco;5=low,,Mischer Modus
r,,,OtShutdownLimit,Außentemp. Abschaltgrenze: AT-Abschaltgrenze: Temperaturgrenze für Abschaltung des Heizbetriebs (Sommer-Funktion),,,b509,0d3600,value,,UCH,,°C,Solltemperatur
w,,,OtShutdownLimit,Außentemp. Abschaltgrenze: AT-Abschaltgrenze: Temperaturgrenze für Abschaltung des Heizbetriebs (Sommer-Funktion),,,b509,0e3600,value,,UCH,,°C,Solltemperatur
r,,,FlowTempMin,Min. Vorlauftemp.: BMR:Minimum Flow Temperature for circuit,,,b509,0d3000,value,,UCH,,°C,Temperatur
w,,install,FlowTempMin,Min. Vorlauftemp.: BMR:Minimum Flow Temperature for circuit,,,b509,0e3000,value,,UCH,,°C,Temperatur
r,,,FlowTempDesired,Vorlaufsolltemperatur: BMR:flow temperature that is actually desired by circuit,,,b509,0d4600,value,,D1C,,°C,Temperatur
w,,,FlowTempDesired,Vorlaufsolltemperatur: BMR:flow temperature that is actually desired by circuit,,,b509,0e4600,value,,D1C,,°C,Temperatur
u,,,FlowTempDesired,Vorlaufsolltemperatur: BMR:flow temperature that is actually desired by circuit,,,b509,294600,ign,,IGN:2,,,,value,,D1C,,°C,Temperatur
r,,,FlowTempMax,Max. Vorlauftemp.: BMR:Maximum Flow Temperature for circuit,,,b509,0d3100,value,,UCH,,°C,Temperatur
w,,install,FlowTempMax,Max. Vorlauftemp.: BMR:Maximum Flow Temperature for circuit,,,b509,0e3100,value,,UCH,,°C,Temperatur
r,,,HcMaxPreHeating,"Max. Voraufheizung: Um die Trägheit der Fußbodenheizung zu berücksichtigen, können Sie eine Voraufheizung vor Beginn der programmierten Heizzeit manuell einstellen",,,b509,0d3800,value,,UCH,-5,min,Minuten
w,,install,HcMaxPreHeating,"Max. Voraufheizung: Um die Trägheit der Fußbodenheizung zu berücksichtigen, können Sie eine Voraufheizung vor Beginn der programmierten Heizzeit manuell einstellen",,,b509,0e3800,value,,UCH,-5,min,Minuten
