type,circuit,level,name,comment,qq,zz,pbsb,id,*name,part,type,divisor/values,unit,comment
r,,,SolDisableDiffTemp,Switch/off diff. solar cyl.,,,b509,0d4000,value,,UCH,,K,,ignore,,IGN,,,
w,,install,SolDisableDiffTemp,Switch/off diff. solar cyl.,,,b509,0e4000,value,,UCH,,K,,ignore,,IGN,,,
r,,,LegioProtectionEnabled,Legionella protection,,,b509,0d4100,value,,UCH,,,
w,,install,LegioProtectionEnabled,Legionella protection,,,b509,0e4100,value,,UCH,,,
r,,,StartTimeFillingMode,Starting time filling mode (tFIL),,,b509,0d4200,value,,UCH,,,
w,,install,StartTimeFillingMode,Starting time filling mode (tFIL),,,b509,0e4200,value,,UCH,,,
r,,,StartTimeOperatingMode,Starting time operatiion mode (tOP),,,b509,0d4300,value,,UCH,,,
w,,install,StartTimeOperatingMode,Starting time operatiion mode (tOP),,,b509,0e4300,value,,UCH,,,
r,,,NumCollPanels,No. of solar panels,,,b509,0d4400,value,,UCH,,,
w,,install,NumCollPanels,No. of solar panels,,,b509,0e4400,value,,UCH,,,
r,,,SolPumpBlockingTime,Blocking time solar pumps (tBLK),,,b509,0d4500,value,,UCH,,,
w,,install,SolPumpBlockingTime,Blocking time solar pumps (tBLK),,,b509,0e4500,value,,UCH,,,
r,,,HwcLoadingDelay,Re-charge delay,,,b509,0d4600,value,,UCH,0=off;1=on,,
w,,install,HwcLoadingDelay,Re-charge delay,,,b509,0e4600,value,,UCH,0=off;1=on,,
r,,,SolFlowRate,Solar flow rate [l/h],,,b509,0d4700,value,,UIN,,,
w,,install,SolFlowRate,Solar flow rate [l/h],,,b509,0e4700,value,,UIN,,,
r,,,SolEDEnable,Solarpump durat.ratio ctrl,,,b509,0d4800,value,,UCH,0=off;1=on,,
w,,install,SolEDEnable,Solarpump durat.ratio ctrl,,,b509,0e4800,value,,UCH,0=off;1=on,,
r,,,ResetYield,Reset solar gain,,,b509,0d4900,value,,UCH,0=off;1=on,,
w,,install,ResetYield,Reset solar gain,,,b509,0e4900,value,,UCH,0=off;1=on,,
r,,,ResetOperatingTimes,Reset operation hours,,,b509,0d4a00,value,,UCH,0=off;1=on,,
w,,install,ResetOperatingTimes,Reset operation hours,,,b509,0e4a00,value,,UCH,0=off;1=on,,
r,,,SolPumpPower,Power solar pump [%],,,b509,0d4b00,value,,UCH,,kW,
w,,install,SolPumpPower,Power solar pump [%],,,b509,0e4b00,value,,UCH,,kW,
r,,,DisableAutoSync,De-activation autosync,,,b509,0d5100,value,,UCH,0=off;1=on,,
w,,install,DisableAutoSync,De-activation autosync,,,b509,0e5100,value,,UCH,0=off;1=on,,
r,,,SolEnableDiffTempMin,Min. switch-on diff. solar cylinder [K],,,b509,0d5200,value,,HEX:2,,,
w,,install,SolEnableDiffTempMin,Min. switch-on diff. solar cylinder [K],,,b509,0e5200,value,,HEX:2,,,
r,,,SolEnableDiffTempMax,Max. switch-on diff. solar cylinder [K],,,b509,0d5300,value,,HEX:2,,,
w,,install,SolEnableDiffTempMax,Max. switch-on diff. solar cylinder [K],,,b509,0e5300,value,,HEX:2,,,
